ID;ACTIVO;CREADO;CREADOPOR_USERID;MODIFICADO;MODIFICADOPOR_USERID;CLAVE;DESCRIPCION;CLASE;PELIGRO_SECUNDARIO;NOMBRE_TECNICO;FECHAINICIO;FECHAFIN
1,096;S;07.02.2022 11:44;;07.02.2022 11:44;;1918;ISOPROPILBENCENO;3;;;12.01.2021;
1,097;S;07.02.2022 11:44;;07.02.2022 11:44;;1919;ACRILATO DE METILO ESTABILIZADO;3;;;12.01.2021;
1,098;S;07.02.2022 11:44;;07.02.2022 11:44;;1920;NONANOS;3;;;12.01.2021;
1,099;S;07.02.2022 11:44;;07.02.2022 11:44;;1921;PROPILENIMINA ESTABILIZADA;3;6.1;;12.01.2021;
1,100;S;07.02.2022 11:44;;07.02.2022 11:44;;1922;PIRROLIDINA;3;8;;12.01.2021;
1,101;S;07.02.2022 11:44;;07.02.2022 11:44;;1923;DITIONITO CALCICO (HIDROSULFITO CALCICO);4.2;;;12.01.2021;
1,102;S;07.02.2022 11:44;;07.02.2022 11:44;;1928;BROMURO DE METILMAGNESIO EN ETER ETILICO;4.3;3;;12.01.2021;
1,103;S;07.02.2022 11:44;;07.02.2022 11:44;;1929;DITIONITO  POTASICO (HIDROSULFITO POTASICO);4.2;;;12.01.2021;
1,104;S;07.02.2022 11:44;;07.02.2022 11:44;;1931;DITIONITO DE ZINC (CINC) (HIDROSULFITO DE CINC);9;;;12.01.2021;
1,105;S;07.02.2022 11:44;;07.02.2022 11:44;;1932;CIRCONIO, DESECHOS DE;4.2;;;12.01.2021;
1,106;S;07.02.2022 11:44;;07.02.2022 11:44;;1935;CIANURO EN SOLUCION, N.E.P.;6.1;;Tóxicos;12.01.2021;
1,107;S;07.02.2022 11:44;;07.02.2022 11:44;;1938;ACIDO BROMOACETICO;8;;;12.01.2021;
1,108;S;07.02.2022 11:44;;07.02.2022 11:44;;1939;OXIBROMURO DE FOSFORO;8;;;12.01.2021;
1,109;S;07.02.2022 11:44;;07.02.2022 11:44;;1940;ACIDO TIOGLICOLICO;8;;;12.01.2021;
1,110;S;07.02.2022 11:44;;07.02.2022 11:44;;1941;DIBROMODIFLUOMETANO;9;;;12.01.2021;
1,111;S;07.02.2022 11:44;;07.02.2022 11:44;;1942;NITRATO DE AMONIO con un máximo de 0,2% del material combustible, incluyendo cualquier substancia orgánica expresada en equivalente de carbono, con exclusión de cualquier otra substancia añadida;5.1;;;12.01.2021;
1,112;S;07.02.2022 11:44;;07.02.2022 11:44;;1944;FÓSFOROS   DE    SEGURIDAD    (en estuches, cartones o cajas);4.1;;;12.01.2021;
1,113;S;07.02.2022 11:44;;07.02.2022 11:44;;1945;FÓSFOROS DE CERA "VESTA";4.1;;;12.01.2021;
1,114;S;07.02.2022 11:44;;07.02.2022 11:44;;1950;AEROSOLES;2;;;12.01.2021;
1,115;S;07.02.2022 11:44;;07.02.2022 11:44;;1951;ARGON LIQUIDO REFRIGERADO;2.2;;;12.01.2021;
1,116;S;07.02.2022 11:44;;07.02.2022 11:44;;1952;MEZCLA DE OXIDO DE ETILENO Y DIOXIDO DE CARBONO con un máximo de 9% de óxido de etileno;2.2;;;12.01.2021;
1,117;S;07.02.2022 11:44;;07.02.2022 11:44;;1953;GAS COMPRIMIDO TOXICO, INFLAMABLE, N.E.P.;2.3;2.1;Gases tóxicos.;12.01.2021;
1,118;S;07.02.2022 11:44;;07.02.2022 11:44;;1954;GAS COMPRIMIDO INFLAMABLE, N.E.P.;2.1;;Gases inflamables.;12.01.2021;
1,119;S;07.02.2022 11:44;;07.02.2022 11:44;;1955;GAS COMPRIMIDO TOXICO, N.E.P.;2.3;;Gases tóxicos.;12.01.2021;
1,120;S;07.02.2022 11:44;;07.02.2022 11:44;;1956;GAS COMPRIMIDO, N.E.P.;2.2;;Gases no inflamables, no tóxicos.;12.01.2021;
1,121;S;07.02.2022 11:44;;07.02.2022 11:44;;1957;DEUTERIO COMPRIMIDO;2.1;;;12.01.2021;
1,122;S;07.02.2022 11:44;;07.02.2022 11:44;;1958;1,2-DICLORO-1,1,2,2-TETRAFLUORETANO (GAS REFRIGERANTE R 114);2.2;;;12.01.2021;
1,123;S;07.02.2022 11:44;;07.02.2022 11:44;;1959;1,1-DIFLUORETILENO (GAS REFRIGERANTE R 1132ª);2.1;;;12.01.2021;
1,124;S;07.02.2022 11:44;;07.02.2022 11:44;;1961;ETANO LIQUIDO REFRIGERADO;2.1;;;12.01.2021;
1,125;S;07.02.2022 11:44;;07.02.2022 11:44;;1962;ETILENO;2.1;;;12.01.2021;
1,126;S;07.02.2022 11:44;;07.02.2022 11:44;;1963;HELIO LIQUIDO REFRIGERADO;2.2;;;12.01.2021;
1,127;S;07.02.2022 11:44;;07.02.2022 11:44;;1964;MEZCLA DE HIDROCARBUROS GASEOSOS COMPRIMIDOS, N.E.P.;2.1;;Gases inflamables.;12.01.2021;
1,128;S;07.02.2022 11:44;;07.02.2022 11:44;;1965;MEZCLA DE HIDROCARBUROS GASEOSOS LICUADOS, N.E.P.;2.1;;Gases inflamables.;12.01.2021;
1,129;S;07.02.2022 11:44;;07.02.2022 11:44;;1966;HIDROGENO LIQUIDO REFRIGERADO;2.1;;;12.01.2021;
1,130;S;07.02.2022 11:44;;07.02.2022 11:44;;1967;INSECTICIDA GASEOSO TOXICO, N.E.P.;2.3;;Gases tóxicos.;12.01.2021;
1,131;S;07.02.2022 11:44;;07.02.2022 11:44;;1968;INSECTICIDA GASEOSO, N.E.P.;2.2;;Gases no inflamables, no tóxicos.;12.01.2021;
1,132;S;07.02.2022 11:44;;07.02.2022 11:44;;1969;ISOBUTANO;2.1;;;12.01.2021;
1,133;S;07.02.2022 11:44;;07.02.2022 11:44;;1970;CRIPTON LIQUIDO REFRIGERADO;2.2;;;12.01.2021;
1,134;S;07.02.2022 11:44;;07.02.2022 11:44;;1971;METANO COMPRIMIDO o GAS NATURAL COMPRIMIDO con alta proporción de metano;2.1;;;12.01.2021;
1,135;S;07.02.2022 11:44;;07.02.2022 11:44;;1972;METANO LIQUIDO REFRIGERADO o GAS NATURAL LIQUIDO REFRIGERADO con alta proporción de metano;2.1;;;12.01.2021;
1,136;S;07.02.2022 11:44;;07.02.2022 11:44;;1973;MEZCLAS DE CLORODIFLUOMETANO Y CLOROPENTAFLUORETANO de punto de ebullición constante, con alrededor de 49% de clorodifluometano (GAS REFRIGERANTE R 502);2.2;;;12.01.2021;
1,137;S;07.02.2022 11:44;;07.02.2022 11:44;;1974;CLORODIFLUOBROMOMETANO (GAS REFRIGERANTE R 12B1);2.2;;;12.01.2021;
1,138;S;07.02.2022 11:44;;07.02.2022 11:44;;1975;MEZCLA DE OXIDO NITRICO Y TETROXIDO DE DINITROGENO (MEZCLA DE OXIDO NITRICO Y DIOXIDO DE NITROGENO);2.3;5.1 8;;12.01.2021;
1,139;S;07.02.2022 11:44;;07.02.2022 11:44;;1976;OCTAFLUOCICLOBUTANO (GAS REFRIGERANTE RC 318);2.2;;;12.01.2021;
1,140;S;07.02.2022 11:44;;07.02.2022 11:44;;1977;NITROGENO LIQUIDO REFRIGERADO;2.2;;;12.01.2021;
1,141;S;07.02.2022 11:44;;07.02.2022 11:44;;1978;PROPANO;2.1;;;12.01.2021;
1,142;S;07.02.2022 11:44;;07.02.2022 11:44;;1982;TETRAFLUOROMETANO COMPRIMIDO (GAS REFRIGERANTE R 14 COMPRIMIDO);2.2;;;12.01.2021;
1,143;S;07.02.2022 11:44;;07.02.2022 11:44;;1983;1-CLORO-2,2,2-TRIFLUORETANO (GAS REFRIGERANTE R 133ª);2.2;;;12.01.2021;
1,144;S;07.02.2022 11:44;;07.02.2022 11:44;;1984;TRIFLUOROMETANO (GAS REFRIGERANTE R 23);2.2;;;12.01.2021;
1,145;S;07.02.2022 11:44;;07.02.2022 11:44;;1986;ALCOHOLES TOXICOS INFLAMABLES, N.E.P.;3;6.1;Líquidos inflamables.;12.01.2021;
1,146;S;07.02.2022 11:44;;07.02.2022 11:44;;1987;ALCOHOLES, N.E.P.;3;;Líquidos inflamables.;12.01.2021;
1,147;S;07.02.2022 11:44;;07.02.2022 11:44;;1988;ALDEHIDOS TOXICOS INFLAMABLES, N.E.P.;3;6.1;Líquidos inflamables.;12.01.2021;
1,148;S;07.02.2022 11:44;;07.02.2022 11:44;;1989;ALDEHIDOS, N.E.P.;3;;Líquidos inflamables.;12.01.2021;
1,149;S;07.02.2022 11:44;;07.02.2022 11:44;;1990;BENZALDEHIDO;9;;;12.01.2021;
1,150;S;07.02.2022 11:44;;07.02.2022 11:44;;1991;CLOROPRENO ESTABILIZADO;3;6.1;;12.01.2021;
1,151;S;07.02.2022 11:44;;07.02.2022 11:44;;1992;LIQUIDO INFLAMABLE, TOXICO, N.E.P;3;6.1;Líquidos inflamables.;12.01.2021;
1,152;S;07.02.2022 11:44;;07.02.2022 11:44;;1993;LIQUIDO INFLAMABLE, TOXICO, N.E.P;3;;Líquidos inflamables.;12.01.2021;
1,153;S;07.02.2022 11:44;;07.02.2022 11:44;;1994;HIERRO PENTACARBONILO;6.1;3;;12.01.2021;
1,154;S;07.02.2022 11:44;;07.02.2022 11:44;;1999;ALQUITRANES LIQUIDOS, incluso los aglomerantes para carreteras y los asfaltos rebajados;3;;;12.01.2021;
1,155;S;07.02.2022 11:44;;07.02.2022 11:44;;2000;CELULOIDE en bloques, barras, rollos, hojas, tubos, etc., excepto los desechos;4.1;;;12.01.2021;
1,156;S;07.02.2022 11:44;;07.02.2022 11:44;;2001;NAFTENATOS DE COBALTO, EN POLVO;4.1;;;12.01.2021;
1,157;S;07.02.2022 11:44;;07.02.2022 11:44;;2002;CELULOIDE, DESECHOS DE;4.2;;;12.01.2021;
1,158;S;07.02.2022 11:44;;07.02.2022 11:44;;2004;DIAMIDA MAGNESICA;4.2;;;12.01.2021;
1,159;S;07.02.2022 11:44;;07.02.2022 11:44;;2006;PLASTICOS A BASE DE NITROCELULOSA QUE EXPERIMENTAN CALENTAMIENTO ESPONTANEO N.E.P.;4.2;;Solidos inflamables de reacción espontanea.;12.01.2021;
1,160;S;07.02.2022 11:44;;07.02.2022 11:44;;2008;CIRCONIO EN POLVO, SECO;4.2;;;12.01.2021;
1,161;S;07.02.2022 11:44;;07.02.2022 11:44;;2009;CIRCONIO SECO, en láminas, tiras o alambre;4.2;;;12.01.2021;
1,162;S;07.02.2022 11:44;;07.02.2022 11:44;;2010;HIDRURO DE MAGNESIO;4.3;;;12.01.2021;
1,163;S;07.02.2022 11:44;;07.02.2022 11:44;;2011;FOSFURO DE MAGNESIO;4.3;6.1;;12.01.2021;
1,164;S;07.02.2022 11:44;;07.02.2022 11:44;;2012;FOSFURO DE POTASIO;4.3;6.1;;12.01.2021;
1,165;S;07.02.2022 11:44;;07.02.2022 11:44;;2013;FOSFURO DE ESTRONCIO;4.3;6.1;;12.01.2021;
1,166;S;07.02.2022 11:44;;07.02.2022 11:44;;2014;PEROXIDO DE HIDROGENO EN SOLUCION ACUOSA con no menos de 20% y un máximo de 60% de peróxido de hidrógeno (estabilizada según sea necesario);5.1;8;;12.01.2021;
1,167;S;07.02.2022 11:44;;07.02.2022 11:44;;2015;PEROXIDO DE HIDROGENO ESTABILIZADO, o PEROXIDO DE HIDROGENO EN SOLUCION ACUOSA ESTABILIZADA con más de 60% de peróxido de hidrógeno;5.1;8;;12.01.2021;
1,168;S;07.02.2022 11:44;;07.02.2022 11:44;;2016;MUNICIONES TOXICAS NO EXPLOSIVAS, sin carga detonante ni carga expulsora, sin cebo;6.1;;;12.01.2021;
1,169;S;07.02.2022 11:44;;07.02.2022 11:44;;2017;MUNICIONES LACRIMOGENAS NO EXPLOSIVAS, sin carga detonante ni carga expulsora, sin cebo;6.1;8;;12.01.2021;
1,170;S;07.02.2022 11:44;;07.02.2022 11:44;;2018;CLOROANILINAS SOLIDAS;6.1;;;12.01.2021;
1,171;S;07.02.2022 11:44;;07.02.2022 11:44;;2019;CLOROANILINAS LIQUIDAS;6.1;;;12.01.2021;
1,172;S;07.02.2022 11:44;;07.02.2022 11:44;;2020;CLOROFENOLES SOLIDOS;6.1;;;12.01.2021;
1,173;S;07.02.2022 11:44;;07.02.2022 11:44;;2021;CLOROFENOLES LIQUIDOS;6.1;;;12.01.2021;
1,174;S;07.02.2022 11:44;;07.02.2022 11:44;;2022;ACIDO CRESILICO;6.1;8;;12.01.2021;
1,175;S;07.02.2022 11:44;;07.02.2022 11:44;;2023;EPICLORHIDRINA;6.1;3;;12.01.2021;
1,176;S;07.02.2022 11:44;;07.02.2022 11:44;;2024;MERCURIO, COMPUESTO LIQUIDO N.E.P;6.1;;Tóxicos;12.01.2021;
1,177;S;07.02.2022 11:44;;07.02.2022 11:44;;2025;MERCURIO, COMPUESTO SOLIDO N.E.P.;6.1;;Tóxicos;12.01.2021;
1,178;S;07.02.2022 11:44;;07.02.2022 11:44;;2026;FENILMERCURICO, COMPUESTO, N.E.P.;6.1;;Tóxicos;12.01.2021;
1,179;S;07.02.2022 11:44;;07.02.2022 11:44;;2027;ARSENITO DE SODIO SOLIDO;6.1;;;12.01.2021;
1,180;S;07.02.2022 11:44;;07.02.2022 11:44;;2028;BOMBAS FUMÍGENAS NO EXPLOSIVAS que contienen un líquido corrosivo, sin dispositivo de cebado;8;;;12.01.2021;
1,181;S;07.02.2022 11:44;;07.02.2022 11:44;;2029;HIDRAZINA ANHIDRA;8;3 6.1;;12.01.2021;
1,182;S;07.02.2022 11:44;;07.02.2022 11:44;;2030;HIDRAZINA EN SOLUCION ACUOSA con más de 37%, en masa, de hidracina;8;6.1;;12.01.2021;
1,183;S;07.02.2022 11:44;;07.02.2022 11:44;;2031;ACIDO NITRICO, excepto el ácido nítrico fumante rojo, con más de 70% ácido nítrico;8;5.1;;12.01.2021;
1,184;S;07.02.2022 11:44;;07.02.2022 11:44;;2031;ACIDO NITRICO, excepto el ácido nítrico fumante rojo, con no más de 70% ácido nítrico;8;5.1;;12.01.2021;
1,185;S;07.02.2022 11:44;;07.02.2022 11:44;;2032;ACIDO NITRICO FUMANTE ROJO;8;5.1 6.1;;12.01.2021;
1,186;S;07.02.2022 11:44;;07.02.2022 11:44;;2033;MONOXIDO DE POTASICO;8;;;12.01.2021;
1,187;S;07.02.2022 11:44;;07.02.2022 11:44;;2034;MEZCLA DE HIDROGENO Y METANO, COMPRIMIDAS;2.1;;;12.01.2021;
1,188;S;07.02.2022 11:44;;07.02.2022 11:44;;2035;1,1,1-TRIFLUOROETANO (GAS REFRIGERANTE R 143 a);2.1;;;12.01.2021;
1,189;S;07.02.2022 11:44;;07.02.2022 11:44;;2036;XENON;2.2;;;12.01.2021;
1,190;S;07.02.2022 11:44;;07.02.2022 11:44;;2037;RECIPIENTES PEQUEÑOS QUE CONTIENEN GAS, (CARTUCHOS DE GAS) sin dispositivo de descarga, irrellenables;2;;;12.01.2021;
1,191;S;07.02.2022 11:44;;07.02.2022 11:44;;2038;DINITROTOLUENOS LIQUIDOS;6.1;;;12.01.2021;
1,192;S;07.02.2022 11:44;;07.02.2022 11:44;;2044;2,2-DIMETILPROPANO diferente del pentano y del isopentano;2.1;;;12.01.2021;
1,193;S;07.02.2022 11:44;;07.02.2022 11:44;;2045;ISOBUTIRALDEHIDO (ALDEHIDO ISOBUTILICO);3;;;12.01.2021;
1,194;S;07.02.2022 11:44;;07.02.2022 11:44;;2046;CIMENOS;3;;;12.01.2021;
1,195;S;07.02.2022 11:44;;07.02.2022 11:44;;2048;DICICLOPENTADIENO;3;;;12.01.2021;
1,196;S;07.02.2022 11:44;;07.02.2022 11:44;;2049;DIETILBENCENO;3;;;12.01.2021;
1,197;S;07.02.2022 11:44;;07.02.2022 11:44;;2050;DIISOBUTILENO, COMPUESTOS ISOMERICOS DEL;3;;;12.01.2021;
1,198;S;07.02.2022 11:44;;07.02.2022 11:44;;2051;2-DIMETILAMINOETANOL;8;3;;12.01.2021;
1,199;S;07.02.2022 11:44;;07.02.2022 11:44;;2052;DIPENTENO;3;;;12.01.2021;
1,200;S;07.02.2022 11:44;;07.02.2022 11:44;;2053;METILISOBUTILCARBINOL;3;;;12.01.2021;
1,201;S;07.02.2022 11:44;;07.02.2022 11:44;;2054;MORFOLINA;8;3;;12.01.2021;
1,202;S;07.02.2022 11:44;;07.02.2022 11:44;;2055;ESTIRENO MONOMERO ESTABILIZADO;3;;;12.01.2021;
1,203;S;07.02.2022 11:44;;07.02.2022 11:44;;2056;TETRAHIDROFURANO;3;;;12.01.2021;
1,204;S;07.02.2022 11:44;;07.02.2022 11:44;;2057;TRIPROPILENO;3;;;12.01.2021;
1,205;S;07.02.2022 11:44;;07.02.2022 11:44;;2058;VALERILALDEHIDO;3;;;12.01.2021;
1,206;S;07.02.2022 11:44;;07.02.2022 11:44;;2059;NITROCELULOSA EN SOLUCION INFLAMABLE con no más de 12,6%, en masa, de nitrógeno y no más de 55% de nitrocelulosa;3;;;12.01.2021;
1,207;S;07.02.2022 11:44;;07.02.2022 11:44;;2067;ABONOS A BASE DE NITRATO DE AMONICO;5.1;;;12.01.2021;
1,208;S;07.02.2022 11:44;;07.02.2022 11:44;;2071;ABONOS A BASE DE NITRATO DE AMONICO;9;;;12.01.2021;
1,209;S;07.02.2022 11:44;;07.02.2022 11:44;;2073;AMONIACO EN SOLUCION acuosa de densidad relativa inferior a 0,880 a 15°C, con más de 35% pero no más de 50% de amoníaco;2.2;;;12.01.2021;
1,210;S;07.02.2022 11:44;;07.02.2022 11:44;;2074;ACRILAMIDA SOLIDA;6.1;;;12.01.2021;
1,211;S;07.02.2022 11:44;;07.02.2022 11:44;;2075;CLORAL ANHIDRO ESTABILIZADO;6.1;;;12.01.2021;
1,212;S;07.02.2022 11:44;;07.02.2022 11:44;;2076;CRESOLES LIQUIDOS;6.1;8;;12.01.2021;
1,213;S;07.02.2022 11:44;;07.02.2022 11:44;;2077;alfa-NAFTILAMINA;6.1;;;12.01.2021;
1,214;S;07.02.2022 11:44;;07.02.2022 11:44;;2078;DIISOCIANATO DE TOLUENO, véase;6.1;;;12.01.2021;
1,215;S;07.02.2022 11:44;;07.02.2022 11:44;;2079;DIETILENTRIAMINA;8;;;12.01.2021;
1,216;S;07.02.2022 11:44;;07.02.2022 11:44;;2186;CLORURO DE HIDROGENO LIQUIDO REFRIGERADO;2.3;8;;12.01.2021;
1,217;S;07.02.2022 11:44;;07.02.2022 11:44;;2187;DIOXIDO DE CARBONO LIQUIDO REFRIGERADO;2.2;;;12.01.2021;
1,218;S;07.02.2022 11:44;;07.02.2022 11:44;;2188;ARSINA;2.3;2.1;;12.01.2021;
1,219;S;07.02.2022 11:44;;07.02.2022 11:44;;2189;DICLOROSILANO;2.3;2.1 8;;12.01.2021;
1,220;S;07.02.2022 11:44;;07.02.2022 11:44;;2190;DIFLUORURO DE OXÍGENO, COMPRIMIDO;2.3;5.1 8;;12.01.2021;
1,221;S;07.02.2022 11:44;;07.02.2022 11:44;;2191;FLUORURO DE SULFURILO;2.3;;;12.01.2021;
1,222;S;07.02.2022 11:44;;07.02.2022 11:44;;2192;GERMANIO;2.3;2.1;;12.01.2021;
1,223;S;07.02.2022 11:44;;07.02.2022 11:44;;2193;HEXAFLUORETANO (GAS REFRIGERANTE R 116);2.2;;;12.01.2021;
1,224;S;07.02.2022 11:44;;07.02.2022 11:44;;2194;HEXAFLUORURO DE SELENIO;2.3;8;;12.01.2021;
1,225;S;07.02.2022 11:44;;07.02.2022 11:44;;2195;HEXAFLUORURO DE TELURIO;2.3;8;;12.01.2021;
1,226;S;07.02.2022 11:44;;07.02.2022 11:44;;2196;HEXAFLUORURO DE TUNGSTENO;2.3;8;;12.01.2021;
1,227;S;07.02.2022 11:44;;07.02.2022 11:44;;2197;YODURO DE HIDROGENO ANHIDRO;2.3;8;;12.01.2021;
1,228;S;07.02.2022 11:44;;07.02.2022 11:44;;2198;PENTAFLUORURO DE FOSFORO;2.3;8;;12.01.2021;
1,229;S;07.02.2022 11:44;;07.02.2022 11:44;;2199;FOSFAMINA (FOSFINA);2.3;2.1;;12.01.2021;
1,230;S;07.02.2022 11:44;;07.02.2022 11:44;;2200;PROPADIENO ESTABILIZADO;2.1;;;12.01.2021;
1,231;S;07.02.2022 11:44;;07.02.2022 11:44;;2201;OXIDO NITROSO LIQUIDO REFRIGERADO;2.2;5.1;;12.01.2021;
1,232;S;07.02.2022 11:44;;07.02.2022 11:44;;2202;SELENIURO DE HIDROGENO ANHIDRO;2.3;2.1;;12.01.2021;
1,233;S;07.02.2022 11:44;;07.02.2022 11:44;;2203;SILANO;2.1;;;12.01.2021;
1,234;S;07.02.2022 11:44;;07.02.2022 11:44;;2204;SULFURO DE CARBONILO;2.3;2.1;;12.01.2021;
1,235;S;07.02.2022 11:44;;07.02.2022 11:44;;2205;ADIPONITRILO;6.1;;;12.01.2021;
1,236;S;07.02.2022 11:44;;07.02.2022 11:44;;2206;ISOCIANATOS TOXICOS, N.E.P. o ISOCIANATOS EN SOLUCION, TOXICOS, N.E.P.;6.1;;Tóxicos;12.01.2021;
1,237;S;07.02.2022 11:44;;07.02.2022 11:44;;2208;HIPOCLORITO DE CALCICO EN MEZCLA SECA con más de 10% pero no más de 39% de cloro activo;5.1;;;12.01.2021;
1,238;S;07.02.2022 11:44;;07.02.2022 11:44;;2209;FORMALDEHIDO EN SOLUCION con un mínimo del 25% de formaldehído;8;;;12.01.2021;
1,239;S;07.02.2022 11:44;;07.02.2022 11:44;;2210;MANEB o PREPARADOS DE MANEB, con un mínimo de 60% de maneb;4.2;4.3;;12.01.2021;
1,240;S;07.02.2022 11:44;;07.02.2022 11:44;;2211;POLIMERO EN BOLITAS DILATABLES que desprenden vapores inflamables;9;;;12.01.2021;
1,241;S;07.02.2022 11:44;;07.02.2022 11:44;;2212;ASBESTO AZUL (crocidolita) o ASBESTO MARRÓN (amosita, misorita);9;;;12.01.2021;
1,242;S;07.02.2022 11:44;;07.02.2022 11:44;;2213;PARAFORMALDEHIDO;4.1;;;12.01.2021;
1,243;S;07.02.2022 11:44;;07.02.2022 11:44;;2214;ANHIDRIDO FTALICO con más de 0,05% de anhídrido maleico;8;;;12.01.2021;
1,244;S;07.02.2022 11:44;;07.02.2022 11:44;;2215;ANHIDRIDO MALEICO;8;;;12.01.2021;
1,245;S;07.02.2022 11:44;;07.02.2022 11:44;;2216;HARINA DE PESCADO (DESECHOS DE PESCADO) ESTABILIZADA;9;;;12.01.2021;
1,246;S;07.02.2022 11:44;;07.02.2022 11:44;;2217;TORTA OLEAGINOSA con el 1,5% de aceite y el 11% de humedad como máximo;4.2;;;12.01.2021;
1,247;S;07.02.2022 11:44;;07.02.2022 11:44;;2218;ACIDO ACRILICO ESTABILIZADO;8;3;;12.01.2021;
1,248;S;07.02.2022 11:44;;07.02.2022 11:44;;2219;ETER ALILGLICIDILICO (ALIL GLICIDIL ETER);3;;;12.01.2021;
1,249;S;07.02.2022 11:44;;07.02.2022 11:44;;2222;ANISOL;3;;;12.01.2021;
1,250;S;07.02.2022 11:44;;07.02.2022 11:44;;2224;BENZONITRILO;6.1;;;12.01.2021;
1,251;S;07.02.2022 11:44;;07.02.2022 11:44;;2225;CLORURO DE BENCENOSULFONILO;8;;;12.01.2021;
1,252;S;07.02.2022 11:44;;07.02.2022 11:44;;2226;BENZOTRICLORURO;8;;;12.01.2021;
1,253;S;07.02.2022 11:44;;07.02.2022 11:44;;2227;METACRILATO DE n-BUTILO ESTABILIZADO;3;;;12.01.2021;
1,254;S;07.02.2022 11:44;;07.02.2022 11:44;;2232;2-CLOROETANAL;6.1;;;12.01.2021;
1,255;S;07.02.2022 11:44;;07.02.2022 11:44;;2233;CLOROANISIDINAS;6.1;;;12.01.2021;
1,256;S;07.02.2022 11:44;;07.02.2022 11:44;;2234;CLOROBENZOTRIFLUORUROS;3;;;12.01.2021;
1,257;S;07.02.2022 11:44;;07.02.2022 11:44;;2235;CLORUROS DE CLOROBENCILO, LIQUIDOS;6.1;;;12.01.2021;
1,258;S;07.02.2022 11:44;;07.02.2022 11:44;;2236;ISOCIANATO DE 3-CLORO-4-METILFENILO,LIQUIDO;6.1;;;12.01.2021;
1,259;S;07.02.2022 11:44;;07.02.2022 11:44;;2237;CLORONITROANILINAS;6.1;;;12.01.2021;
1,260;S;07.02.2022 11:44;;07.02.2022 11:44;;2238;CLOROTOLUENOS;3;;;12.01.2021;
1,261;S;07.02.2022 11:44;;07.02.2022 11:44;;2239;CLOROTOLUIDINAS SOLIDAS;6.1;;;12.01.2021;
1,262;S;07.02.2022 11:44;;07.02.2022 11:44;;2240;ACIDO CROMOSULFURICO;8;;;12.01.2021;
1,263;S;07.02.2022 11:44;;07.02.2022 11:44;;2241;CICLOHEPTANO;3;;;12.01.2021;
1,264;S;07.02.2022 11:44;;07.02.2022 11:44;;2242;CICLOHEPTENO;3;;;12.01.2021;
1,265;S;07.02.2022 11:44;;07.02.2022 11:44;;2243;ACETATO DE CICLOHEXILO;3;;;12.01.2021;
1,266;S;07.02.2022 11:44;;07.02.2022 11:44;;2244;CICLOPENTANOL;3;;;12.01.2021;
1,267;S;07.02.2022 11:44;;07.02.2022 11:44;;2245;CICLOPENTANONA;3;;;12.01.2021;
1,268;S;07.02.2022 11:44;;07.02.2022 11:44;;2246;CICLOPENTENO;3;;;12.01.2021;
1,269;S;07.02.2022 11:44;;07.02.2022 11:44;;2247;n-DECANO;3;;;12.01.2021;
1,270;S;07.02.2022 11:44;;07.02.2022 11:44;;2248;DI-n-BUTILAMINA;8;3;;12.01.2021;
1,271;S;07.02.2022 11:44;;07.02.2022 11:44;;2249;ETER DICLORODIMETILICO SIMETRICO;6.1;3;;12.01.2021;
1,272;S;07.02.2022 11:44;;07.02.2022 11:44;;2250;ISOCIANATOS DE DICLOROFENILO;6.1;;;12.01.2021;
1,273;S;07.02.2022 11:44;;07.02.2022 11:44;;2251;BICICLO [2.2.1] HEPTA-2,5-DIENO ESTABILIZADO (2,5-NORBORNADIENO ESTABILIZADO);3;;;12.01.2021;
1,274;S;07.02.2022 11:44;;07.02.2022 11:44;;2252;1,2-DIMETOXIETANO;3;;;12.01.2021;
1,275;S;07.02.2022 11:44;;07.02.2022 11:44;;2253;N,N-DIMETILANILINA;6.1;;;12.01.2021;
1,276;S;07.02.2022 11:44;;07.02.2022 11:44;;2254;FOSFOROS RESISTENTES AL VIENTO;4.1;;;12.01.2021;
1,277;S;07.02.2022 11:44;;07.02.2022 11:44;;2256;CICLOHEXENO;3;;;12.01.2021;
1,278;S;07.02.2022 11:44;;07.02.2022 11:44;;2257;POTASIO;4.3;;;12.01.2021;
1,279;S;07.02.2022 11:44;;07.02.2022 11:44;;2258;1,2-PROPILENDIAMINA;8;3;;12.01.2021;
1,280;S;07.02.2022 11:44;;07.02.2022 11:44;;2259;TRIETILENTETRAMINA;8;;;12.01.2021;
1,281;S;07.02.2022 11:44;;07.02.2022 11:44;;2260;TRIPROPILAMINA;3;8;;12.01.2021;
1,282;S;07.02.2022 11:44;;07.02.2022 11:44;;2261;XILENOLES SOLIDOS;6.1;;;12.01.2021;
1,283;S;07.02.2022 11:44;;07.02.2022 11:44;;2262;CLORURO DE DIMETILCARBAMOILO;8;;;12.01.2021;
1,284;S;07.02.2022 11:44;;07.02.2022 11:44;;2263;DIMETILCICLOHEXANOS;3;;;12.01.2021;
1,285;S;07.02.2022 11:44;;07.02.2022 11:44;;2264;N,N DIMETIL-CICLOHEXILAMINA;8;3;;12.01.2021;
1,286;S;07.02.2022 11:44;;07.02.2022 11:44;;2265;N,N-DIMETILFORMAMIDA;3;;;12.01.2021;
1,287;S;07.02.2022 11:44;;07.02.2022 11:44;;2266;DIMETIL-N-PROPILAMINA;3;8;;12.01.2021;
